,price,type,company
0,1790,tshirt,levis
1,1790,tshirt,levis
2,1790,tshirt,levis
3,1790,tshirt,levis
4,1790,tshirt,levis
5,1790,tshirt,levis
6,1590,tshirt,levis
7,1790,tshirt,levis
8,1590,tshirt,levis
9,1590,tshirt,levis
10,1790,tshirt,levis
11,1980,tshirt,levis
12,1980,tshirt,levis
13,1390,tshirt,levis
14,1980,tshirt,levis
15,1980,tshirt,levis
16,1790,tshirt,levis
17,1590,tshirt,levis
18,1980,tshirt,levis
19,1980,tshirt,levis
20,1980,tshirt,levis
21,2290,tshirt,levis
22,1790,tshirt,levis
23,1590,tshirt,levis
24,1390,tshirt,levis
25,1790,tshirt,levis
26,2290,tshirt,levis
27,1590,tshirt,levis
28,1790,tshirt,levis
29,1790,tshirt,levis
30,1790,tshirt,levis
31,1790,tshirt,levis
32,3790,pant,levis
33,3790,pant,levis
34,3980,pant,levis
35,3790,pant,levis
36,2990,pant,levis
37,3290,pant,levis
38,3790,pant,levis
39,3490,pant,levis
40,4590,pant,levis
41,3790,pant,levis
42,3980,pant,levis
43,4290,pant,levis
44,3490,pant,levis
45,4590,pant,levis
46,4590,pant,levis
47,3490,pant,levis
48,3980,pant,levis
49,3980,pant,levis
50,3980,pant,levis
51,4590,pant,levis
52,3790,pant,levis
53,3790,pant,levis
54,3980,pant,levis
55,4290,pant,levis
56,3790,pant,levis
57,4290,pant,levis
58,4590,pant,levis
59,3980,pant,levis
60,3490,pant,levis
61,2390,pant,levis
62,3790,pant,levis
63,4590,pant,levis
64,2990,pant,levis
65,3290,pant,levis
66,4790,pant,levis
67,3790,pant,levis
68,3490,pant,levis
69,3790,pant,levis
70,3490,pant,levis
71,3290,pant,levis
72,3290,pant,levis
73,3980,pant,levis
74,4980,pant,levis
75,3790,pant,levis
76,4590,pant,levis
77,3980,pant,levis
78,3980,pant,levis
79,3490,pant,levis
80,3790,pant,levis
81,3790,pant,levis
82,4980,pant,levis
83,3790,pant,levis
84,5490,pant,levis
85,4980,pant,levis
86,4590,pant,levis
87,3980,pant,levis
88,3690,pant,levis
89,2990,pant,levis
90,3790,pant,levis
91,3980,pant,levis
92,4980,pant,levis
93,3980,pant,levis
94,3980,pant,levis
95,4590,pant,levis
96,3790,pant,levis
97,3980,pant,levis
98,3980,pant,levis
99,3980,pant,levis
100,3980,pant,levis
101,3980,pant,levis
102,5490,pant,levis
103,3980,pant,levis
104,4590,pant,levis
105,3980,pant,levis
106,3980,pant,levis
107,5490,pant,levis
108,3980,pant,levis
109,3790,pant,levis
110,4980,pant,levis
111,4790,pant,levis
112,3980,pant,levis
113,4980,pant,levis
114,4590,pant,levis
115,4980,pant,levis
116,4980,pant,levis
117,3980,pant,levis
118,3790,pant,levis
119,3790,pant,levis
120,3980,pant,levis
121,4980,pant,levis
122,4590,pant,levis
123,3790,pant,levis
124,3790,pant,levis
125,3790,pant,levis
126,4590,pant,levis
127,3980,pant,levis
128,5490,jacket,levis
129,8690,jacket,levis
130,5490,jacket,levis
131,5490,jacket,levis
132,4980,jacket,levis
133,8690,jacket,levis
134,5490,jacket,levis
135,8690,jacket,levis
136,1690,boxer,levis
137,1690,boxer,levis
138,1690,boxer,levis
139,890,boxer,levis
140,1690,boxer,levis
141,1690,boxer,levis
142,1690,boxer,levis
143,1690,boxer,levis
144,1690,boxer,levis
145,1690,boxer,levis
146,1690,boxer,levis
147,890,boxer,levis
148,1690,boxer,levis
149,890,boxer,levis
150,1690,boxer,levis
151,1690,boxer,levis
152,850,boxer,levis
153,1690,boxer,levis
154,890,boxer,levis
155,1690,boxer,levis
156,1690,boxer,levis
157,1690,boxer,levis
158,3980,sweater,levis
159,2990,sweater,levis
160,3490,sweater,levis
161,3980,shirt,levis
162,1790,shirt,levis
163,5980,shirt,levis
164,3980,shirt,levis
165,9490,shirt,levis
166,3980,shirt,levis
167,3980,shirt,levis
168,7490,shirt,levis
169,3490,shirt,levis
170,7980,shirt,levis
171,3490,shirt,levis
172,7490,shirt,levis
173,8690,shirt,levis
174,2390,shirt,levis
175,3790,shirt,levis
176,7490,shirt,levis
177,3290,shirt,levis
178,2190,short,levis
179,2790,short,levis
180,450,tshirt,bas
181,590,tshirt,bas
182,690,tshirt,bas
183,490,tshirt,bas
184,390,tshirt,bas
185,650,tshirt,bas
186,550,tshirt,bas
187,490,tshirt,bas
188,490,tshirt,bas
189,450,tshirt,bas
190,450,tshirt,bas
191,690,tshirt,bas
192,490,tshirt,bas
193,290,tshirt,bas
194,225,tshirt,bas
195,490,tshirt,bas
196,490,tshirt,bas
197,490,tshirt,bas
198,250,tshirt,bas
199,390,tshirt,bas
200,590,tshirt,bas
201,390,tshirt,bas
202,550,tshirt,bas
203,990,tshirt,bas
204,450,tshirt,bas
205,490,tshirt,bas
206,590,tshirt,bas
207,590,tshirt,bas
208,250,tshirt,bas
209,490,tshirt,bas
210,490,tshirt,bas
211,190,tshirt,bas
212,390,tshirt,bas
213,690,tshirt,bas
214,690,tshirt,bas
215,550,tshirt,bas
216,590,tshirt,bas
217,390,tshirt,bas
218,390,tshirt,bas
219,590,tshirt,bas
220,590,tshirt,bas
221,190,tshirt,bas
222,490,tshirt,bas
223,490,tshirt,bas
224,590,tshirt,bas
225,490,tshirt,bas
226,590,tshirt,bas
227,490,tshirt,bas
228,490,tshirt,bas
229,590,tshirt,bas
230,350,tshirt,bas
231,390,tshirt,bas
232,590,tshirt,bas
233,490,tshirt,bas
234,490,tshirt,bas
235,490,tshirt,bas
236,590,tshirt,bas
237,590,tshirt,bas
238,590,tshirt,bas
239,290,tshirt,bas
240,490,tshirt,bas
241,490,tshirt,bas
242,490,tshirt,bas
243,490,tshirt,bas
244,390,tshirt,bas
245,490,tshirt,bas
246,590,tshirt,bas
247,650,tshirt,bas
248,390,tshirt,bas
249,450,tshirt,bas
250,390,tshirt,bas
251,550,tshirt,bas
252,350,tshirt,bas
253,490,tshirt,bas
254,590,tshirt,bas
255,350,tshirt,bas
256,450,tshirt,bas
257,450,tshirt,bas
258,590,tshirt,bas
259,490,tshirt,bas
260,550,tshirt,bas
261,450,tshirt,bas
262,450,tshirt,bas
263,590,tshirt,bas
264,450,tshirt,bas
265,490,tshirt,bas
266,450,tshirt,bas
267,590,tshirt,bas
268,490,tshirt,bas
269,450,tshirt,bas
270,450,tshirt,bas
271,490,tshirt,bas
272,350,tshirt,bas
273,390,tshirt,bas
274,390,tshirt,bas
275,450,tshirt,bas
276,590,tshirt,bas
277,290,tshirt,bas
278,290,tshirt,bas
279,490,tshirt,bas
280,390,tshirt,bas
281,490,tshirt,bas
282,490,tshirt,bas
283,490,tshirt,bas
284,250,tshirt,bas
285,490,tshirt,bas
286,250,tshirt,bas
287,250,tshirt,bas
288,690,tshirt,bas
289,450,tshirt,bas
290,450,tshirt,bas
291,290,tshirt,bas
292,450,tshirt,bas
293,350,tshirt,bas
294,290,tshirt,bas
295,490,tshirt,bas
296,490,tshirt,bas
297,490,tshirt,bas
298,390,tshirt,bas
299,750,tshirt,bas
300,450,tshirt,bas
301,490,tshirt,bas
302,450,tshirt,bas
303,490,tshirt,bas
304,1190,pant,bas
305,690,pant,bas
306,1190,pant,bas
307,450,pant,bas
308,790,pant,bas
309,890,pant,bas
310,990,pant,bas
311,890,pant,bas
312,990,pant,bas
313,550,pant,bas
314,790,pant,bas
315,890,pant,bas
316,390,pant,bas
317,490,pant,bas
318,990,pant,bas
319,990,pant,bas
320,990,pant,bas
321,990,pant,bas
322,890,pant,bas
323,1190,pant,bas
324,750,pant,bas
325,990,pant,bas
326,790,pant,bas
327,790,pant,bas
328,1190,pant,bas
329,1190,pant,bas
330,690,pant,bas
331,990,pant,bas
332,890,pant,bas
333,550,pant,bas
334,450,pant,bas
335,790,pant,bas
336,650,pant,bas
337,790,pant,bas
338,790,pant,bas
339,390,pant,bas
340,450,pant,bas
341,450,pant,bas
342,690,pant,bas
343,650,pant,bas
344,490,pant,bas
345,1290,pant,bas
346,990,pant,bas
347,999,pant,bas
348,490,pant,bas
349,690,pant,bas
350,790,pant,bas
351,790,pant,bas
352,330,pant,bas
353,450,pant,bas
354,1090,pant,bas
355,850,pant,bas
356,790,pant,bas
357,650,pant,bas
358,350,pant,bas
359,550,pant,bas
360,250,pant,bas
361,1190,pant,bas
362,690,pant,bas
363,790,pant,bas
364,790,pant,bas
365,750,jacket,bas
366,850,jacket,bas
367,1690,jacket,bas
368,650,jacket,bas
369,1290,jacket,bas
370,1290,jacket,bas
371,990,jacket,bas
372,450,jacket,bas
373,550,jacket,bas
374,750,jacket,bas
375,1090,jacket,bas
376,890,jacket,bas
377,1390,jacket,bas
378,490,jacket,bas
379,490,jacket,bas
380,650,jacket,bas
381,250,boxer,bas
382,270,boxer,bas
383,290,boxer,bas
384,229,boxer,bas
385,190,boxer,bas
386,250,boxer,bas
387,230,boxer,bas
388,199,boxer,bas
389,490,boxer,bas
390,450,boxer,bas
391,190,boxer,bas
392,690,boxer,bas
393,159,boxer,bas
394,190,boxer,bas
395,190,boxer,bas
396,290,boxer,bas
397,550,boxer,bas
398,179,boxer,bas
399,190,boxer,bas
400,129,boxer,bas
401,149,boxer,bas
402,250,boxer,bas
403,290,boxer,bas
404,550,boxer,bas
405,290,boxer,bas
406,230,boxer,bas
407,279,boxer,bas
408,279,boxer,bas
409,279,boxer,bas
410,270,boxer,bas
411,279,boxer,bas
412,279,boxer,bas
413,279,boxer,bas
414,199,boxer,bas
415,279,boxer,bas
416,279,boxer,bas
417,279,boxer,bas
418,199,boxer,bas
419,199,boxer,bas
420,590,boxer,bas
421,169,boxer,bas
422,279,boxer,bas
423,279,boxer,bas
424,279,boxer,bas
425,199,boxer,bas
426,750,sweater,bas
427,850,sweater,bas
428,1690,sweater,bas
429,650,sweater,bas
430,1290,sweater,bas
431,1290,sweater,bas
432,990,sweater,bas
433,450,sweater,bas
434,550,sweater,bas
435,750,sweater,bas
436,1090,sweater,bas
437,890,sweater,bas
438,1390,sweater,bas
439,490,sweater,bas
440,490,sweater,bas
441,650,sweater,bas
442,890,shirt,bas
443,690,shirt,bas
444,690,shirt,bas
445,990,shirt,bas
446,790,shirt,bas
447,890,shirt,bas
448,890,shirt,bas
449,890,shirt,bas
450,890,shirt,bas
451,890,shirt,bas
452,890,shirt,bas
453,890,shirt,bas
454,850,shirt,bas
455,445,shirt,bas
456,590,shirt,bas
457,790,shirt,bas
458,790,shirt,bas
459,590,shirt,bas
460,890,shirt,bas
461,790,shirt,bas
462,990,shirt,bas
463,990,shirt,bas
464,890,shirt,bas
465,650,shirt,bas
466,990,shirt,bas
467,890,shirt,bas
468,290,shirt,bas
469,590,shirt,bas
470,990,shirt,bas
471,990,shirt,bas
472,990,shirt,bas
473,275,shirt,bas
474,450,short,bas
475,590,short,bas
476,990,short,bas
477,350,short,bas
478,590,short,bas
479,450,short,bas
480,450,short,bas
481,490,short,bas
482,390,short,bas
483,390,short,bas
484,450,short,bas
485,350,short,bas
486,790,short,bas
487,890,short,bas
488,290,short,bas
489,690,short,bas
490,590,short,bas
491,890,short,bas
492,890,short,bas
493,550,short,bas
494,590,short,bas
495,490,short,bas
496,750,short,bas
497,990,short,bas
498,690,short,bas
499,650,short,bas
500,650,short,bas
501,990,short,bas
502,690,short,bas
503,790,short,bas
504,450,short,bas
505,490,short,bas
506,490,short,bas
507,490,short,bas
508,690,short,bas
509,650,short,bas
510,590,short,bas
511,1690,tshirt,kevingston
512,2090,tshirt,kevingston
513,2490,tshirt,kevingston
514,1990,tshirt,kevingston
515,890,tshirt,kevingston
516,2090,tshirt,kevingston
517,1190,tshirt,kevingston
518,1290,tshirt,kevingston
519,1190,tshirt,kevingston
520,1190,tshirt,kevingston
521,2090,tshirt,kevingston
522,1190,tshirt,kevingston
523,890,tshirt,kevingston
524,1290,tshirt,kevingston
525,1090,tshirt,kevingston
526,1190,tshirt,kevingston
527,2090,tshirt,kevingston
528,890,tshirt,kevingston
529,890,tshirt,kevingston
530,2090,tshirt,kevingston
531,890,tshirt,kevingston
532,2090,tshirt,kevingston
533,1190,tshirt,kevingston
534,1190,tshirt,kevingston
535,1190,tshirt,kevingston
536,1790,tshirt,kevingston
537,1290,tshirt,kevingston
538,1790,tshirt,kevingston
539,1290,tshirt,kevingston
540,790,tshirt,kevingston
541,1590,tshirt,kevingston
542,1290,tshirt,kevingston
543,1290,tshirt,kevingston
544,790,tshirt,kevingston
545,1690,tshirt,kevingston
546,1290,tshirt,kevingston
547,1290,tshirt,kevingston
548,790,tshirt,kevingston
549,890,tshirt,kevingston
550,790,tshirt,kevingston
551,890,tshirt,kevingston
552,1790,tshirt,kevingston
553,1290,tshirt,kevingston
554,1690,tshirt,kevingston
555,1290,tshirt,kevingston
556,1290,tshirt,kevingston
557,790,tshirt,kevingston
558,1990,tshirt,kevingston
559,1790,tshirt,kevingston
560,1290,tshirt,kevingston
561,1290,tshirt,kevingston
562,1290,tshirt,kevingston
563,1290,tshirt,kevingston
564,990,tshirt,kevingston
565,890,tshirt,kevingston
566,1790,tshirt,kevingston
567,990,tshirt,kevingston
568,2090,tshirt,kevingston
569,1290,tshirt,kevingston
570,1290,tshirt,kevingston
571,2090,tshirt,kevingston
572,2090,tshirt,kevingston
573,1990,tshirt,kevingston
574,990,tshirt,kevingston
575,1090,tshirt,kevingston
576,1090,tshirt,kevingston
577,990,tshirt,kevingston
578,1090,tshirt,kevingston
579,1290,tshirt,kevingston
580,1290,tshirt,kevingston
581,1290,tshirt,kevingston
582,1290,tshirt,kevingston
583,1290,tshirt,kevingston
584,2690,pant,kevingston
585,2790,pant,kevingston
586,2390,pant,kevingston
587,2690,pant,kevingston
588,2790,pant,kevingston
589,2690,pant,kevingston
590,2790,pant,kevingston
591,1690,pant,kevingston
592,2690,pant,kevingston
593,2690,pant,kevingston
594,2690,pant,kevingston
595,2690,pant,kevingston
596,2790,pant,kevingston
597,2890,pant,kevingston
598,1890,pant,kevingston
599,1890,pant,kevingston
600,2690,pant,kevingston
601,2690,pant,kevingston
602,2690,pant,kevingston
603,1890,pant,kevingston
604,1590,pant,kevingston
605,2690,pant,kevingston
606,2690,pant,kevingston
607,1890,pant,kevingston
608,2990,pant,kevingston
609,1990,pant,kevingston
610,2790,pant,kevingston
611,1990,pant,kevingston
612,2990,pant,kevingston
613,2790,pant,kevingston
614,2790,pant,kevingston
615,4890,jacket,kevingston
616,4890,jacket,kevingston
617,3290,jacket,kevingston
618,3790,jacket,kevingston
619,2690,jacket,kevingston
620,4990,jacket,kevingston
621,2690,jacket,kevingston
622,3890,jacket,kevingston
623,4690,jacket,kevingston
624,2690,jacket,kevingston
625,4690,jacket,kevingston
626,2590,jacket,kevingston
627,2590,jacket,kevingston
628,2890,jacket,kevingston
629,2190,jacket,kevingston
630,2090,jacket,kevingston
631,2190,jacket,kevingston
632,2990,jacket,kevingston
633,2590,jacket,kevingston
634,2590,jacket,kevingston
635,2190,jacket,kevingston
636,2190,jacket,kevingston
637,2890,jacket,kevingston
638,2090,jacket,kevingston
639,2090,jacket,kevingston
640,2990,jacket,kevingston
641,890,boxer,kevingston
642,890,boxer,kevingston
643,790,boxer,kevingston
644,890,boxer,kevingston
645,890,boxer,kevingston
646,890,boxer,kevingston
647,890,boxer,kevingston
648,890,boxer,kevingston
649,890,boxer,kevingston
650,890,boxer,kevingston
651,890,boxer,kevingston
652,890,boxer,kevingston
653,890,boxer,kevingston
654,890,boxer,kevingston
655,890,boxer,kevingston
656,650,boxer,kevingston
657,890,boxer,kevingston
658,890,boxer,kevingston
659,890,boxer,kevingston
660,650,boxer,kevingston
661,450,boxer,kevingston
662,450,boxer,kevingston
663,890,boxer,kevingston
664,650,boxer,kevingston
665,450,boxer,kevingston
666,450,boxer,kevingston
667,450,boxer,kevingston
668,450,boxer,kevingston
669,450,boxer,kevingston
670,450,boxer,kevingston
671,450,boxer,kevingston
672,890,boxer,kevingston
673,890,boxer,kevingston
674,890,boxer,kevingston
675,890,boxer,kevingston
676,2400,boxer,kevingston
677,890,boxer,kevingston
678,890,boxer,kevingston
679,890,boxer,kevingston
680,890,boxer,kevingston
681,890,boxer,kevingston
682,890,boxer,kevingston
683,890,boxer,kevingston
684,650,boxer,kevingston
685,890,boxer,kevingston
686,890,boxer,kevingston
687,650,boxer,kevingston
688,650,boxer,kevingston
689,890,boxer,kevingston
690,890,boxer,kevingston
691,890,boxer,kevingston
692,890,boxer,kevingston
693,890,boxer,kevingston
694,890,boxer,kevingston
695,890,boxer,kevingston
696,1790,sweater,kevingston
697,2490,sweater,kevingston
698,2390,sweater,kevingston
699,2590,sweater,kevingston
700,2590,sweater,kevingston
701,2590,sweater,kevingston
702,1890,sweater,kevingston
703,1990,sweater,kevingston
704,2590,sweater,kevingston
705,2790,sweater,kevingston
706,2590,sweater,kevingston
707,1790,sweater,kevingston
708,1890,sweater,kevingston
709,1890,sweater,kevingston
710,2290,shirt,kevingston
711,2290,shirt,kevingston
712,2290,shirt,kevingston
713,2190,shirt,kevingston
714,2290,shirt,kevingston
715,2290,shirt,kevingston
716,2290,shirt,kevingston
717,2290,shirt,kevingston
718,2290,shirt,kevingston
719,2290,shirt,kevingston
720,2290,shirt,kevingston
721,2290,shirt,kevingston
722,2290,shirt,kevingston
723,2290,shirt,kevingston
724,490,shirt,kevingston
725,2290,shirt,kevingston
726,2290,shirt,kevingston
727,2290,shirt,kevingston
728,2290,shirt,kevingston
729,2290,shirt,kevingston
730,2290,shirt,kevingston
731,2290,shirt,kevingston
732,2290,shirt,kevingston
733,2290,shirt,kevingston
734,2290,shirt,kevingston
735,2290,shirt,kevingston
736,2290,shirt,kevingston
737,2290,shirt,kevingston
738,2290,shirt,kevingston
739,2290,shirt,kevingston
740,2290,shirt,kevingston
741,2290,shirt,kevingston
742,2290,shirt,kevingston
743,2290,shirt,kevingston
744,2290,shirt,kevingston
745,2290,shirt,kevingston
746,2290,shirt,kevingston
747,2290,shirt,kevingston
748,1490,short,kevingston
749,1490,short,kevingston
750,1490,short,kevingston
751,1790,short,kevingston
752,1790,short,kevingston
753,1790,short,kevingston
754,1790,short,kevingston
755,1790,short,kevingston
756,1390,short,kevingston
757,1890,short,kevingston
758,1790,short,kevingston
